gift_id,occasion,gift_name,category,price_usd,giver_age,receiver_age,relationship,purchase_channel,country,date,message
GFT100666,Birthday,Cake,Food,62.32,18,12,Family,In-store,UK,2021-10-14,Wishing you a wonderful Birthday.
GFT100667,Valentine's Day,Roses,Flowers,205.76,35,14,Friend,In-store,India,2022-04-28,Wishing you a wonderful Valentine's Day.
GFT100668,Valentine's Day,Roses,Flowers,124.76,51,70,Relative,Online,USA,2018-03-11,A small gift for your Valentine's Day.
GFT100669,Eid,Sweets Box,Food,23.58,34,8,Family,Online,Canada,2022-10-28,A small gift for your Eid.
GFT100670,Valentine's Day,Couple Ring,Accessories,163.28,45,56,Self,Online,India,2025-02-23,Wishing you a wonderful Valentine's Day.
GFT100671,Eid,Perfume,Personal Care,24.79,51,61,Colleague,In-store,India,2018-01-29,Happy Eid! Hope you like it.
GFT100672,Birthday,Sunglasses,Accessories,97.76,35,49,Family,Online,India,2022-05-01,With love on your Birthday.
GFT100673,Wedding,Home Decor,Home Decor,73.52,20,44,Partner,In-store,UAE,2024-12-17,A small gift for your Wedding.
GFT100674,Father's Day,Watch,Accessories,118.87,30,53,Relative,Handmade,India,2024-06-26,Congrats on your Father's Day!
GFT100675,Anniversary,Photo Frame,Home Decor,28.37,32,8,Family,Online,UAE,2024-05-27,Congrats on your Anniversary!
GFT100676,Birthday,Teddy Bear,Toys,33.49,19,1,Relative,In-store,USA,2018-04-23,Wishing you a wonderful Birthday.
GFT100677,Father's Day,Watch,Accessories,55.86,31,46,Partner,Online,India,2025-10-20,With love on your Father's Day.
GFT100678,Valentine's Day,Chocolates,Food,7.65,60,67,Colleague,Online,UK,2025-05-19,Congrats on your Valentine's Day!
GFT100679,Mother's Day,Chocolates,Food,72.31,17,6,Family,In-store,India,2020-07-24,A small gift for your Mother's Day.
GFT100680,Mother's Day,Perfume,Personal Care,157.3,28,11,Friend,Online,India,2020-11-04,Congrats on your Mother's Day!
GFT100681,Christmas,Sweater,Clothing,17.58,29,46,Self,Online,India,2023-06-21,Wishing you a wonderful Christmas.
GFT100682,Anniversary,Jewelry,Accessories,168.32,61,57,Acquaintance,Online,Germany,2023-03-10,Happy Anniversary! Hope you like it.
GFT100683,Mother's Day,Handbag,Bags,255.46,26,5,Partner,Online,Australia,2024-07-23,With love on your Mother's Day.
GFT100684,Valentine's Day,Couple Ring,Accessories,196.38,41,62,Relative,In-store,UK,2018-10-30,Congrats on your Valentine's Day!
GFT100685,Father's Day,Tie,Clothing,236.57,50,49,Family,Online,India,2021-03-30,Wishing you a wonderful Father's Day.
GFT100686,Birthday,Sunglasses,Accessories,97.87,53,60,Partner,Online,USA,2019-11-12,Happy Birthday! Hope you like it.
GFT100687,Father's Day,Gadget,Electronics,1057.83,45,35,Acquaintance,Online,UAE,2024-05-12,Wishing you a wonderful Father's Day.
GFT100688,Birthday,Perfume,Personal Care,16.41,42,27,Colleague,In-store,Australia,2025-03-30,Congrats on your Birthday!
GFT100689,Birthday,Gift Card,Gift Cards,201.91,19,41,Relative,Online,Germany,2019-01-22,Wishing you a wonderful Birthday.
GFT100690,Mother's Day,Perfume,Personal Care,73.65,68,81,Friend,Online,India,2024-05-23,A small gift for your Mother's Day.
GFT100691,Eid,Gift Hamper,Food & Beverage,46.14,24,5,Friend,Online,India,2025-09-27,Happy Eid! Hope you like it.
GFT100692,Birthday,Teddy Bear,Toys,71.38,56,36,Self,In-store,India,2024-02-29,Happy Birthday! Hope you like it.
GFT100693,Birthday,Sunglasses,Accessories,108.94,15,44,Partner,Online,India,2022-09-08,A small gift for your Birthday.
GFT100694,Birthday,Watch,Accessories,133.76,47,38,Relative,Online,UK,2024-01-31,Congrats on your Birthday!
GFT100695,Birthday,Backpack,Bags,218.55,19,22,Colleague,Online,UAE,2025-11-08,Happy Birthday! Hope you like it.
GFT100696,Christmas,Toy,Toys,32.57,22,14,Self,Online,Germany,2025-03-19,Wishing you a wonderful Christmas.
GFT100697,Wedding,Cutlery Set,Home Appliances,973.25,25,16,Partner,Online,India,2022-11-18,Happy Wedding! Hope you like it.
GFT100698,Housewarming,Doormat,Home Decor,369.95,58,67,Acquaintance,Online,USA,2018-11-05,A small gift for your Housewarming.
GFT100699,Birthday,Headphones,Electronics,269.18,40,66,Friend,Online,India,2018-05-09,Wishing you a wonderful Birthday.
GFT100700,Valentine's Day,Plush Toy,Toys,45.98,30,39,Self,In-store,India,2019-03-11,A small gift for your Valentine's Day.
GFT100701,Valentine's Day,Chocolates,Food,91.47,64,70,Family,In-store,UAE,2025-06-16,With love on your Valentine's Day.
GFT100702,Christmas,Board Game,Toys,39.92,53,83,Friend,Online,India,2021-11-05,Congrats on your Christmas!
GFT100703,Wedding,Cash Gift,Cash,1323.81,56,68,Partner,Online,India,2023-08-06,With love on your Wedding.
GFT100704,Christmas,Toy,Toys,32.77,18,1,Relative,Online,India,2020-01-28,Happy Christmas! Hope you like it.
GFT100705,Eid,Sweets Box,Food,19.4,23,38,Acquaintance,Online,USA,2023-08-20,With love on your Eid.
GFT100706,Christmas,Board Game,Toys,57.25,68,88,Acquaintance,Online,India,2021-05-14,A small gift for your Christmas.
GFT100707,Christmas,Gift Basket,Food & Beverage,48.83,26,47,Self,Online,Australia,2023-05-20,A small gift for your Christmas.
GFT100708,Christmas,Sweater,Clothing,37.03,33,20,Acquaintance,Online,India,2023-05-17,Congrats on your Christmas!
GFT100709,Housewarming,Cookware,Home Appliances,874.19,50,41,Colleague,Online,India,2020-08-16,With love on your Housewarming.
GFT100710,Birthday,Perfume,Personal Care,115.47,46,37,Relative,In-store,India,2023-10-31,Wishing you a wonderful Birthday.
GFT100711,Eid,Sweets Box,Food,84.2,48,37,Partner,Handmade,Australia,2020-12-25,Wishing you a wonderful Eid.
GFT100712,Christmas,Christmas Ornament,Home Decor,85.61,67,38,Relative,In-store,UK,2024-06-04,Wishing you a wonderful Christmas.
GFT100713,Mother's Day,Handbag,Bags,84.69,58,53,Friend,In-store,India,2024-06-15,Wishing you a wonderful Mother's Day.
GFT100714,Mother's Day,Flowers,Flowers,51.15,23,12,Family,In-store,India,2018-10-13,With love on your Mother's Day.
GFT100715,Eid,Gift Hamper,Food & Beverage,213.68,33,31,Relative,Online,UK,2022-04-30,Congrats on your Eid!
GFT100716,Anniversary,Wine,Food & Beverage,70.13,30,18,Family,Online,India,2020-11-10,With love on your Anniversary.
GFT100717,Birthday,Sunglasses,Accessories,26.36,15,1,Family,Online,India,2019-07-05,A small gift for your Birthday.
GFT100718,Father's Day,Watch,Accessories,74.39,26,28,Self,In-store,India,2024-11-18,A small gift for your Father's Day.
GFT100719,Christmas,Gift Basket,Food & Beverage,126.41,68,90,Partner,In-store,Canada,2018-05-24,Wishing you a wonderful Christmas.
GFT100720,Anniversary,Jewelry,Accessories,94.12,37,19,Self,In-store,Germany,2018-04-05,Wishing you a wonderful Anniversary.
GFT100721,Wedding,Cash Gift,Cash,365.05,60,47,Friend,Online,India,2022-03-01,Wishing you a wonderful Wedding.
GFT100722,Father's Day,Tool Kit,Tools,93.37,68,57,Acquaintance,Online,India,2020-12-21,Wishing you a wonderful Father's Day.
GFT100723,Birthday,Perfume,Personal Care,85.14,66,62,Relative,Online,USA,2020-03-16,Congrats on your Birthday!
GFT100724,Diwali,Home Decor,Home Decor,296.27,39,45,Friend,In-store,USA,2018-11-06,Congrats on your Diwali!
GFT100725,Christmas,Christmas Ornament,Home Decor,437.49,63,52,Partner,In-store,UAE,2019-06-24,Wishing you a wonderful Christmas.
GFT100726,Valentine's Day,Roses,Flowers,155.15,55,47,Partner,Online,UAE,2023-04-11,Congrats on your Valentine's Day!
GFT100727,Birthday,Backpack,Bags,34.24,49,75,Colleague,Handmade,Canada,2024-10-20,A small gift for your Birthday.
GFT100728,Father's Day,Watch,Accessories,145.42,46,34,Self,In-store,India,2022-11-26,With love on your Father's Day.
GFT100729,Birthday,Sunglasses,Accessories,146.91,48,44,Partner,Online,India,2018-02-09,Wishing you a wonderful Birthday.
GFT100730,Birthday,Teddy Bear,Toys,45.43,48,51,Self,In-store,USA,2019-01-04,Happy Birthday! Hope you like it.
GFT100731,Anniversary,Wine,Food & Beverage,76.41,65,81,Partner,Online,UAE,2018-12-03,A small gift for your Anniversary.
GFT100732,Christmas,Gift Basket,Food & Beverage,73.48,31,22,Self,Online,USA,2021-06-19,Wishing you a wonderful Christmas.
GFT100733,Diwali,Lamps (Diyas),Home Decor,11.72,23,10,Relative,In-store,Australia,2025-12-03,A small gift for your Diwali.
GFT100734,Eid,Traditional Clothes,Clothing,169.04,29,21,Colleague,Online,India,2019-10-16,A small gift for your Eid.
GFT100735,Birthday,Headphones,Electronics,647.34,20,1,Self,Online,India,2018-12-21,Happy Birthday! Hope you like it.
GFT100736,Birthday,Teddy Bear,Toys,62.99,34,28,Relative,Online,Germany,2025-05-07,Wishing you a wonderful Birthday.
GFT100737,Father's Day,Tie,Clothing,169.15,41,45,Family,Online,India,2019-02-20,Wishing you a wonderful Father's Day.
GFT100738,Mother's Day,Spa Voucher,Experience,72.45,65,74,Partner,Online,Australia,2025-06-06,Wishing you a wonderful Mother's Day.
GFT100739,Wedding,Vase,Home Decor,83.41,20,11,Acquaintance,In-store,Germany,2024-10-12,With love on your Wedding.
GFT100740,Birthday,Gift Card,Gift Cards,173.53,52,72,Partner,Online,Germany,2020-01-03,Happy Birthday! Hope you like it.
GFT100741,Christmas,Gift Basket,Food & Beverage,144.43,40,13,Partner,In-store,UAE,2022-10-03,Happy Christmas! Hope you like it.
GFT100742,Mother's Day,Spa Voucher,Experience,254.42,45,67,Friend,Online,Canada,2023-07-27,Happy Mother's Day! Hope you like it.
GFT100743,Wedding,Cash Gift,Cash,156.7,36,61,Partner,Handmade,UK,2018-11-12,Wishing you a wonderful Wedding.
GFT100744,Diwali,Gift Hamper,Food & Beverage,104.05,64,73,Colleague,Handmade,India,2020-04-10,A small gift for your Diwali.
GFT100745,Father's Day,Gadget,Electronics,361.7,47,19,Friend,Online,India,2021-04-15,Wishing you a wonderful Father's Day.
GFT100746,Mother's Day,Spa Voucher,Experience,160.41,30,36,Acquaintance,Handmade,UAE,2025-10-25,Wishing you a wonderful Mother's Day.
GFT100747,Birthday,Watch,Accessories,39.3,29,35,Family,Online,Germany,2023-08-24,Happy Birthday! Hope you like it.
GFT100748,Birthday,Watch,Accessories,244.75,54,79,Partner,Online,USA,2019-01-18,Happy Birthday! Hope you like it.
GFT100749,Anniversary,Perfume,Personal Care,42.61,46,37,Acquaintance,Online,India,2022-03-05,A small gift for your Anniversary.
GFT100750,Christmas,Sweater,Clothing,128.56,43,19,Friend,Online,India,2023-08-11,Congrats on your Christmas!
GFT100751,Birthday,Sunglasses,Accessories,80.35,39,12,Family,Online,India,2022-06-04,A small gift for your Birthday.
GFT100752,Valentine's Day,Chocolates,Food,6.31,23,15,Self,Online,Germany,2022-11-02,A small gift for your Valentine's Day.
GFT100753,Father's Day,Gadget,Electronics,478.27,51,47,Relative,Online,UAE,2024-09-07,Congrats on your Father's Day!
GFT100754,Christmas,Gift Basket,Food & Beverage,157.85,28,53,Colleague,In-store,India,2020-04-24,Wishing you a wonderful Christmas.
GFT100755,Birthday,Teddy Bear,Toys,9.98,50,34,Friend,Online,UAE,2022-10-07,A small gift for your Birthday.
GFT100756,Birthday,Teddy Bear,Toys,40.82,66,41,Colleague,Handmade,USA,2018-06-11,With love on your Birthday.
GFT100757,Baby Shower,Baby Clothes,Baby,77.02,35,21,Friend,Online,India,2024-11-14,A small gift for your Baby Shower.
GFT100758,Anniversary,Couple Watch Set,Accessories,58.62,40,51,Partner,In-store,USA,2019-11-12,A small gift for your Anniversary.
GFT100759,Graduation,Pen Set,Stationery,27.04,68,92,Family,Online,India,2018-11-15,With love on your Graduation.
GFT100760,Mother's Day,Perfume,Personal Care,13.81,22,31,Relative,Online,India,2021-09-07,Happy Mother's Day! Hope you like it.
GFT100761,Birthday,Sunglasses,Accessories,139.26,22,1,Acquaintance,Handmade,India,2021-01-11,Happy Birthday! Hope you like it.
GFT100762,Birthday,Watch,Accessories,236.3,56,31,Self,Online,USA,2024-12-23,Happy Birthday! Hope you like it.
GFT100763,Wedding,Kitchen Set,Home Appliances,348.95,66,85,Family,Online,USA,2019-10-11,A small gift for your Wedding.
GFT100764,Eid,Perfume,Personal Care,31.52,23,9,Colleague,In-store,India,2025-10-07,With love on your Eid.
GFT100765,Father's Day,Wallet,Accessories,158.46,63,43,Self,Online,USA,2021-12-22,Happy Father's Day! Hope you like it.
GFT100766,Valentine's Day,Couple Ring,Accessories,46.66,26,1,Relative,Online,India,2019-05-29,A small gift for your Valentine's Day.
GFT100767,Mother's Day,Perfume,Personal Care,108.32,26,31,Colleague,Online,Canada,2020-01-09,Happy Mother's Day! Hope you like it.
GFT100768,Birthday,Teddy Bear,Toys,10.08,42,24,Family,Online,Australia,2025-04-04,Happy Birthday! Hope you like it.
GFT100769,Birthday,Cake,Food,22.74,17,7,Colleague,Online,India,2025-09-07,Congrats on your Birthday!
GFT100770,Mother's Day,Flowers,Flowers,166.92,41,18,Friend,In-store,Australia,2020-11-26,With love on your Mother's Day.
GFT100771,Baby Shower,Baby Blanket,Baby,73.19,33,14,Self,Handmade,Australia,2022-10-22,Happy Baby Shower! Hope you like it.
GFT100772,Christmas,Gift Basket,Food & Beverage,144.98,65,47,Self,In-store,USA,2023-01-12,A small gift for your Christmas.
GFT100773,Housewarming,Indoor Plant,Home Decor,258.68,55,81,Partner,Online,UAE,2019-12-16,Happy Housewarming! Hope you like it.
GFT100774,Valentine's Day,Heart Necklace,Accessories,82.81,40,56,Colleague,Online,Canada,2025-04-23,With love on your Valentine's Day.
GFT100775,Father's Day,Watch,Accessories,232.42,51,74,Friend,Online,USA,2021-10-02,Happy Father's Day! Hope you like it.
GFT100776,Baby Shower,Feeding Bottle,Baby,197.28,22,27,Family,Online,India,2022-08-08,Congrats on your Baby Shower!
GFT100777,Eid,Perfume,Personal Care,10.14,63,63,Colleague,Online,Germany,2025-02-24,With love on your Eid.
GFT100778,Father's Day,Watch,Accessories,56.87,15,15,Family,Handmade,USA,2019-12-28,A small gift for your Father's Day.
GFT100779,Father's Day,Tool Kit,Tools,14.16,25,1,Family,In-store,USA,2025-09-14,Wishing you a wonderful Father's Day.
GFT100780,Diwali,Sweets,Food,101.82,25,12,Family,Online,USA,2021-02-12,Wishing you a wonderful Diwali.
GFT100781,Mother's Day,Spa Voucher,Experience,228.93,39,50,Acquaintance,Online,Canada,2025-05-19,Wishing you a wonderful Mother's Day.
GFT100782,Eid,Sweets Box,Food,10.05,25,33,Colleague,Online,UK,2021-04-27,With love on your Eid.
GFT100783,Father's Day,Watch,Accessories,282.27,25,46,Colleague,Online,India,2024-04-02,Happy Father's Day! Hope you like it.
GFT100784,Christmas,Sweater,Clothing,165.95,26,1,Relative,In-store,Australia,2025-05-18,Wishing you a wonderful Christmas.
GFT100785,Anniversary,Couple Watch Set,Accessories,71.35,30,24,Partner,Online,Canada,2025-09-26,With love on your Anniversary.
GFT100786,Birthday,Book,Books,27.48,46,31,Self,Online,UAE,2022-06-27,Congrats on your Birthday!
GFT100787,Birthday,Cake,Food,48.99,39,20,Family,Handmade,USA,2019-06-12,Happy Birthday! Hope you like it.
GFT100788,Valentine's Day,Plush Toy,Toys,41.89,40,45,Self,Online,USA,2024-11-07,Wishing you a wonderful Valentine's Day.
GFT100789,Valentine's Day,Plush Toy,Toys,33.98,18,29,Relative,In-store,UAE,2019-08-25,A small gift for your Valentine's Day.
GFT100790,Housewarming,Indoor Plant,Home Decor,99.44,57,51,Partner,Online,Australia,2025-10-27,Wishing you a wonderful Housewarming.
GFT100791,Anniversary,Flowers,Flowers,275.31,49,77,Acquaintance,Online,UAE,2022-02-24,Congrats on your Anniversary!
GFT100792,Wedding,Toaster,Home Appliances,292.74,31,8,Relative,Online,India,2018-10-25,Wishing you a wonderful Wedding.
GFT100793,Christmas,Board Game,Toys,8.2,52,34,Self,Online,India,2018-06-15,Wishing you a wonderful Christmas.
GFT100794,Anniversary,Jewelry,Accessories,69.6,64,82,Self,Online,USA,2018-05-20,A small gift for your Anniversary.
GFT100795,Father's Day,Watch,Accessories,154.39,43,29,Partner,In-store,UK,2025-07-03,With love on your Father's Day.
GFT100796,Anniversary,Couple Watch Set,Accessories,174.51,66,70,Friend,In-store,USA,2022-06-01,Wishing you a wonderful Anniversary.
GFT100797,Housewarming,Indoor Plant,Home Decor,10.82,28,44,Family,Online,USA,2020-03-30,Happy Housewarming! Hope you like it.
GFT100798,Eid,Gift Hamper,Food & Beverage,168.02,59,69,Partner,In-store,India,2020-03-28,Wishing you a wonderful Eid.
GFT100799,Mother's Day,Handbag,Bags,30.34,45,45,Partner,Online,India,2023-05-22,Happy Mother's Day! Hope you like it.
GFT100800,Father's Day,Wallet,Accessories,277.08,38,22,Friend,Online,India,2023-12-30,With love on your Father's Day.
GFT100801,Birthday,Book,Books,7.75,54,58,Self,Online,Germany,2024-07-30,Happy Birthday! Hope you like it.
GFT100802,Wedding,Kitchen Set,Home Appliances,980.92,49,46,Friend,Online,UAE,2021-11-29,Congrats on your Wedding!
GFT100803,Eid,Perfume,Personal Care,114.23,68,92,Partner,In-store,India,2022-07-22,Wishing you a wonderful Eid.
GFT100804,Father's Day,Gadget,Electronics,48.93,16,1,Family,Online,UAE,2022-02-08,A small gift for your Father's Day.
GFT100805,Valentine's Day,Roses,Flowers,81.47,18,33,Colleague,Handmade,Canada,2022-02-05,Wishing you a wonderful Valentine's Day.
GFT100806,Birthday,Book,Books,26.88,30,12,Partner,In-store,USA,2025-01-13,A small gift for your Birthday.
GFT100807,Christmas,Board Game,Toys,69.58,24,38,Relative,In-store,USA,2025-08-27,Wishing you a wonderful Christmas.
GFT100808,Birthday,Sunglasses,Accessories,72.72,36,47,Family,Online,India,2020-01-17,Happy Birthday! Hope you like it.
GFT100809,Wedding,Cutlery Set,Home Appliances,370.91,59,50,Family,In-store,India,2022-12-18,With love on your Wedding.
GFT100810,Christmas,Hot Cocoa Set,Food & Beverage,156.83,41,67,Relative,Online,UAE,2022-06-20,Congrats on your Christmas!
GFT100811,Eid,Gift Hamper,Food & Beverage,171.23,16,29,Relative,In-store,USA,2022-02-11,A small gift for your Eid.
GFT100812,Birthday,Backpack,Bags,252.23,43,30,Partner,Online,UK,2020-05-05,Happy Birthday! Hope you like it.
GFT100813,Christmas,Christmas Ornament,Home Decor,316.32,24,46,Colleague,In-store,USA,2020-06-05,Wishing you a wonderful Christmas.
GFT100814,Birthday,Cake,Food,16.37,59,87,Family,Online,India,2024-08-20,A small gift for your Birthday.
GFT100815,Baby Shower,Toy Set,Baby,185.07,33,7,Colleague,Online,India,2018-11-12,Wishing you a wonderful Baby Shower.
GFT100816,Baby Shower,Toy Set,Baby,77.32,69,97,Colleague,Online,India,2019-05-04,Happy Baby Shower! Hope you like it.
GFT100817,Father's Day,Tool Kit,Tools,167.12,26,12,Colleague,Online,India,2018-08-03,Congrats on your Father's Day!
GFT100818,Christmas,Gift Basket,Food & Beverage,143.56,27,9,Self,Online,USA,2022-10-11,Happy Christmas! Hope you like it.
GFT100819,Christmas,Christmas Ornament,Home Decor,368.23,29,1,Self,In-store,India,2018-10-11,Wishing you a wonderful Christmas.
GFT100820,Anniversary,Photo Frame,Home Decor,412.16,44,27,Partner,In-store,India,2025-10-02,Congrats on your Anniversary!
GFT100821,Anniversary,Photo Frame,Home Decor,246.04,20,12,Self,In-store,Canada,2021-09-22,A small gift for your Anniversary.
GFT100822,Anniversary,Perfume,Personal Care,140.63,27,1,Self,Online,Canada,2024-10-19,With love on your Anniversary.
GFT100823,Mother's Day,Chocolates,Food,45.01,69,67,Family,In-store,India,2020-01-15,A small gift for your Mother's Day.
GFT100824,Birthday,Perfume,Personal Care,114.92,24,8,Relative,Online,USA,2023-08-21,A small gift for your Birthday.
GFT100825,Birthday,Teddy Bear,Toys,30.55,65,63,Colleague,Online,India,2024-08-27,A small gift for your Birthday.
GFT100826,Birthday,Headphones,Electronics,100.99,41,24,Self,Online,India,2018-03-11,Congrats on your Birthday!
GFT100827,Valentine's Day,Chocolates,Food,90.62,23,45,Acquaintance,Online,Australia,2018-01-29,Congrats on your Valentine's Day!
GFT100828,Valentine's Day,Couple Ring,Accessories,185.2,41,42,Partner,Online,UK,2023-10-26,Wishing you a wonderful Valentine's Day.
GFT100829,Diwali,Lamps (Diyas),Home Decor,242.95,54,62,Relative,In-store,India,2021-01-26,With love on your Diwali.
GFT100830,Anniversary,Dinner Voucher,Experience,548.19,67,96,Acquaintance,Online,India,2018-06-03,A small gift for your Anniversary.
GFT100831,Graduation,Watch,Accessories,148.2,67,38,Friend,Online,UAE,2024-11-16,With love on your Graduation.
GFT100832,Christmas,Toy,Toys,28.99,60,72,Partner,In-store,UAE,2020-07-17,Wishing you a wonderful Christmas.
GFT100833,Birthday,Perfume,Personal Care,112.81,49,37,Relative,Online,UK,2021-01-01,A small gift for your Birthday.
GFT100834,Birthday,Perfume,Personal Care,6.54,50,33,Relative,Online,USA,2018-04-16,Wishing you a wonderful Birthday.
GFT100835,Wedding,Vase,Home Decor,143.55,44,21,Self,In-store,UAE,2022-08-23,Congrats on your Wedding!
GFT100836,Diwali,Sweets,Food,23.12,41,42,Partner,In-store,India,2023-04-27,Congrats on your Diwali!
GFT100837,Graduation,Pen Set,Stationery,42.31,23,17,Family,Online,USA,2022-01-01,Congrats on your Graduation!
GFT100838,Father's Day,Watch,Accessories,166.28,28,51,Acquaintance,Handmade,Canada,2025-08-30,With love on your Father's Day.
GFT100839,Father's Day,Tie,Clothing,125.71,52,51,Self,Online,USA,2021-07-21,Wishing you a wonderful Father's Day.
GFT100840,Birthday,Watch,Accessories,10.78,29,26,Colleague,Online,India,2019-03-02,Happy Birthday! Hope you like it.
GFT100841,Christmas,Board Game,Toys,41.79,31,12,Relative,In-store,India,2018-05-17,Happy Christmas! Hope you like it.
GFT100842,Birthday,Watch,Accessories,267.31,51,30,Friend,Online,Germany,2022-10-05,Wishing you a wonderful Birthday.
GFT100843,Birthday,Headphones,Electronics,730.72,28,12,Self,Online,India,2019-12-15,With love on your Birthday.
GFT100844,Birthday,Sunglasses,Accessories,163.63,62,35,Relative,In-store,UAE,2020-10-10,Congrats on your Birthday!
GFT100845,Housewarming,Wall Art,Home Decor,297.54,39,19,Partner,In-store,Germany,2023-09-24,Happy Housewarming! Hope you like it.
GFT100846,Graduation,Watch,Accessories,91.14,41,19,Acquaintance,In-store,Canada,2024-03-08,With love on your Graduation.
GFT100847,Housewarming,Cookware,Home Appliances,146.36,50,41,Self,In-store,India,2024-06-24,Happy Housewarming! Hope you like it.
GFT100848,Christmas,Sweater,Clothing,144.25,30,1,Colleague,In-store,USA,2022-04-04,Happy Christmas! Hope you like it.
GFT100849,Christmas,Christmas Ornament,Home Decor,306.56,43,38,Family,Online,India,2019-08-14,A small gift for your Christmas.
GFT100850,Diwali,Lamps (Diyas),Home Decor,213.31,41,55,Colleague,In-store,USA,2018-12-29,A small gift for your Diwali.
GFT100851,Christmas,Hot Cocoa Set,Food & Beverage,116.85,32,19,Family,Online,UK,2023-05-29,Wishing you a wonderful Christmas.
GFT100852,Diwali,Gift Hamper,Food & Beverage,259.66,20,39,Friend,Online,India,2019-10-24,Happy Diwali! Hope you like it.
GFT100853,Birthday,Headphones,Electronics,892.86,18,1,Partner,Online,USA,2025-10-19,Congrats on your Birthday!
GFT100854,Wedding,Vase,Home Decor,234.39,34,61,Colleague,In-store,India,2023-11-04,A small gift for your Wedding.
GFT100855,Mother's Day,Flowers,Flowers,73.8,20,1,Relative,Online,UK,2019-04-01,Congrats on your Mother's Day!
GFT100856,Birthday,Gift Card,Gift Cards,34.4,46,63,Partner,In-store,India,2025-02-05,With love on your Birthday.
GFT100857,Anniversary,Couple Watch Set,Accessories,25.62,37,67,Relative,Handmade,India,2022-01-31,A small gift for your Anniversary.
GFT100858,Anniversary,Jewelry,Accessories,315.03,39,41,Relative,Handmade,USA,2020-01-08,With love on your Anniversary.
GFT100859,Birthday,Headphones,Electronics,823.88,57,37,Family,Online,USA,2020-01-12,Wishing you a wonderful Birthday.
GFT100860,Wedding,Cutlery Set,Home Appliances,250.95,16,38,Acquaintance,Handmade,India,2021-07-29,Congrats on your Wedding!
GFT100861,Eid,Traditional Clothes,Clothing,222.18,54,42,Acquaintance,In-store,India,2021-05-19,Happy Eid! Hope you like it.
GFT100862,Graduation,Backpack,Bags,37.34,50,61,Relative,Handmade,UK,2020-07-20,Congrats on your Graduation!
GFT100863,Wedding,Toaster,Home Appliances,823.24,49,67,Partner,Online,Germany,2018-01-03,Congrats on your Wedding!
GFT100864,Graduation,Watch,Accessories,114.7,29,25,Relative,Online,India,2024-03-10,Happy Graduation! Hope you like it.
GFT100865,Birthday,Cake,Food,50.31,26,9,Partner,Online,Canada,2021-01-26,Happy Birthday! Hope you like it.
GFT100866,Christmas,Christmas Ornament,Home Decor,224.06,28,12,Relative,Online,Australia,2025-07-30,A small gift for your Christmas.
GFT100867,Anniversary,Jewelry,Accessories,250.5,16,5,Friend,Online,USA,2019-12-26,Happy Anniversary! Hope you like it.
GFT100868,Valentine's Day,Chocolates,Food,35.95,41,17,Relative,Online,India,2020-09-07,Wishing you a wonderful Valentine's Day.
GFT100869,Birthday,Cake,Food,5.24,43,50,Self,In-store,India,2018-01-02,With love on your Birthday.
GFT100870,Mother's Day,Perfume,Personal Care,32.44,58,67,Relative,Handmade,UAE,2025-07-07,Congrats on your Mother's Day!
GFT100871,Diwali,Clothes,Home Appliances,467.35,58,35,Colleague,Online,USA,2022-12-15,Happy Diwali! Hope you like it.
GFT100872,Valentine's Day,Plush Toy,Toys,11.25,16,1,Friend,Handmade,India,2021-10-10,Wishing you a wonderful Valentine's Day.
GFT100873,Wedding,Home Decor,Home Decor,268.36,41,32,Self,Online,UAE,2020-05-11,A small gift for your Wedding.
GFT100874,Birthday,Perfume,Personal Care,118.21,30,31,Acquaintance,Online,India,2022-04-30,A small gift for your Birthday.
GFT100875,Christmas,Toy,Toys,54.36,24,46,Relative,Online,USA,2019-06-02,Congrats on your Christmas!
GFT100876,Father's Day,Tie,Clothing,236.46,50,74,Relative,Handmade,UK,2025-11-03,Happy Father's Day! Hope you like it.
GFT100877,Anniversary,Dinner Voucher,Experience,64.23,61,87,Family,In-store,UAE,2025-11-01,With love on your Anniversary.
GFT100878,Anniversary,Couple Watch Set,Accessories,155.23,58,61,Partner,Online,India,2022-05-08,With love on your Anniversary.
GFT100879,Mother's Day,Chocolates,Food,57.07,42,68,Self,Online,USA,2022-02-26,Congrats on your Mother's Day!
GFT100880,Anniversary,Couple Watch Set,Accessories,26.89,60,71,Friend,Online,India,2023-11-16,A small gift for your Anniversary.
GFT100881,Wedding,Vase,Home Decor,323.57,27,1,Self,In-store,India,2022-07-10,A small gift for your Wedding.
GFT100882,Eid,Gift Hamper,Food & Beverage,108.53,39,36,Acquaintance,Online,USA,2018-12-15,A small gift for your Eid.
GFT100883,Wedding,Cash Gift,Cash,500.21,38,23,Partner,Handmade,UAE,2024-06-27,A small gift for your Wedding.
GFT100884,Housewarming,Serving Tray,Home Appliances,789.07,36,19,Family,Handmade,USA,2023-05-16,Congrats on your Housewarming!
GFT100885,Christmas,Board Game,Toys,8.21,61,84,Friend,In-store,Canada,2020-07-05,A small gift for your Christmas.
GFT100886,Father's Day,Wallet,Accessories,234.97,60,84,Partner,Online,India,2021-04-03,Congrats on your Father's Day!
GFT100887,Birthday,Watch,Accessories,212.9,41,29,Friend,In-store,Canada,2022-03-27,A small gift for your Birthday.
GFT100888,Father's Day,Wallet,Accessories,157.23,54,69,Friend,Online,India,2021-03-11,Congrats on your Father's Day!
